"code","product_name","brands","main_category","created_year"
"6001120016630","Wonder Bar Milk Smooth Milk Chocolate","Tiger Consumer Brands Limited","snacks","2024"
"9350271000225","Organic Raspberry Lemonade Kombucha","Remedy","beverages and beverages preparations","2020"
"6111126005535","plaisirs nature sucre fmg","Chergui","dairies","2025"
"7622210404008","Oreo original","Mondeléz, Oreo","snacks","2021"
"8594068261012","Raw energy cocoa cocoa beans","bombus","snacks","2018"
"8000500447833","Crumpets Rolls Green Milk x2 GF CGF) NEW FERRERO R","Ferrero Rocher","snacks","2025"
"6151100056948","Yoghurt","","dairies","2022"
"7700304205998","PARFAIT","","dairies","2024"
"5391511421442","Mushroom risotto","Cully & Sully","meals","2021"
"8850389115572","น้ำผสมวิตามินบี","B'lue","beverages and beverages preparations","2021"
"7896066301242","Pão Integral Freekeh E Noz Pecã Wickbold Pacote 400g","WICKBOLD","plant based foods and beverages","2019"
"8902433008184","SNICKERS SNICKERS PACK SNICKERS COFFEE 25x $1 PROL","Snickers","Unknown","2025"
"20004408","Rodekool Chou rouge","Alpenfest style, Freshona, Freshona - Lidl","plant based foods and beverages","2016"
"0067311018339","Jus Mélange D'orange (non Sucré)","oasis","beverages and beverages preparations","2018"
"0032894018847","Egyptian Foul","حداءق كاليفورنيا","Unknown","2021"
"4337185279836","vegan organic cooking cream","K-take it veggie","plant based foods and beverages","2019"
"7038010000911","tine lettmelk","TINE","dairies","2018"
"7311041000175","Eldorado rosiner","Unil as","plant based foods and beverages","2023"
"7892840819170","Toddy Original 750g","Toddy","beverages and beverages preparations","2022"
"7702417003447","Arepa Antioqueña Con Sal","Don Maíz","plant based foods and beverages","2016"
"20189235","move7","Lidl, eviva","beverages and beverages preparations","2021"
"4008400221823","Kinderriegel","Ferrero","snacks","2013"
"4008400935225","Kinder bueno","Kinder","snacks","2015"
"5000159541374","Snickers Ice Cream New Recipe","Snickers","snacks","2021"
"5705830014252","Whole grain sandwich","REMA 1000","plant based foods and beverages","2024"
"0013256160350","Tong garden  kuaci biji bunga matahari","Tong garden","Unknown","2019"
"3387390331974","Fitness Original","Nestlé","plant based foods and beverages","2018"
"8906010500078","Balaji Farali Chivda","Balaji Namkeen","snacks","2024"
"8850127044003","Milo","Nestlé, Milo, เนสท์เล่","snacks","2018"
"5057373870902","Free from Green Pesto","Tesco","condiments","2019"
"5740900400849","Vaj - Enyhén sós","Lurpak","dairies","2020"
"8997035600027","pocari sweat 500ml","Pocari","beverages and beverages preparations","2022"
"5712871081662","Avena Grovvalsede","ØGO","plant based foods and beverages","2024"
"4337185667992","K-take it veggie Organic Oats Choco Drink 1l","K-take it veggie","beverages and beverages preparations","2021"
"4061462213625","Mandeldrink Bio","Hofer, My Vay","beverages and beverages preparations","2024"
"8801069422091","테이크핏","Take Fit","Unknown","2025"
"3250541920139","MAILLE Mayonnaise Fins Gourmets Bocal 320g","Maille","condiments","2015"
"9415748010616","organic SEAWEED brown rice crackers","Ceres Organics","snacks","2020"
"8710438094213","Pommes","McCain","plant based foods and beverages","2016"
"7039610000981","Kyllingbryst","Prior","Unknown","2024"
"20492274","Kania Ajvar mild","Kania, Lidl","plant based foods and beverages","2020"
"6001306002457","INSTANT NOODLES BEEF","Kellogg's","plant based foods and beverages","2018"
"3023290025338","KVARG STRACCIATELLA","Nestlé LINDAHLS","dairies","2020"
"8854561003350","Hydro Whey","Maximus, แม็กซิมัส","dietary supplements","2024"
"7802215512360","FRAC Bi Cappuccino","Carozzi, Costa, FRAC","snacks","2025"
"3366321051983","Oméga 3® Doux","St Hubert, St hubert omega 3","plant based foods and beverages","2016"
"54051157","Chocolate","alpro","beverages and beverages preparations","2018"
"9415684000023","Natural Corn Chips","Mexicano","snacks","2018"
"8886467122408","Potato chips","Pringles","plant based foods and beverages","2022"
"7802950002119","NESCAFÉ TRADICIÓN.","NESCAFÉ","Cafés","2021"
"7392672001403","Kvarg Naturell","Lindahls","dairies","2018"
"7622201693114","Cookies and Cream Oreo","Oreo","snacks","2025"
"8480000086679","Pechuga de Pollo 92%","Hacendado","meats and their products","2024"
"8888166341296","Gabin Biscuits","Nissin","Unknown","2025"
"5208046088951","Dark chocolate 74%","Bonora","snacks","2025"
"5059319023502","Rice Krispies riisimuro","Kellogg's","plant based foods and beverages","2023"
"7898215157441","Leite Nestlé Mólico Desnatado","Molico","dairies","2023"
"5051140851385","LOW FAT SPECIAL FLAKES RICE & WHOLEWHEAT","TESCO","plant based foods and beverages","2016"
"9319133334687","Toasted Muesli Original Fruit Free","Carman's","plant based foods and beverages","2022"
"8888200708016","100plus - 500ML","100 plus","beverages and beverages preparations","2018"
"3560070826391","Quinoa","Carrefour","plant based foods and beverages","2015"
"5601312109020","Argolas de Aveia","Continente Equilíbrio","plant based foods and beverages","2025"
"5053827190046","SPECIAL HIGH PROTEIN 23% Cocco, Cacao e Anacardi","Kellogg's","snacks","2018"
"7791708001484","Pan Integral Con Salvado","Cormillot Veneziana","plant based foods and beverages","2019"
"6009522301262","Mayonaise","Cross and Blackwell","condiments","2019"
"3228857002191","Pain de mie american sandwich nature sans sucres ajoutés maxi 825g","Harry's","plant based foods and beverages","2024"
"8593807332105","whipping cream","Olma","dairies","2020"
"8801007441368","Premium Sesame Oil","Beksul","plant based foods and beverages","2018"
"5060198641183","Parmigiano Reggiano & Poppyseed Torinesi Breadsticks","Crosta & Mollica","plant based foods and beverages","2019"
"6003770013113","PERI-BBQ Sauce","Nando's","Unknown","2024"
"4000417019004","Chocolat Whole Hazelnuts","Ritter Sport","snacks","2014"
"5202178000607","Βούτυρο","Όλυμπος","dairies","2024"
"3560071005214","90% cacao noir","Carrefour","snacks","2016"
"5053827185356","Crunchy Nut","Kellogg's","plant based foods and beverages","2022"
"4056489828112","Vajas Toast Kenyér","Tastino","plant based foods and beverages","2025"
"5900749618991","BA! Energy bar banán","Bakalland","snacks","2021"
"6151100050038","Pineapple Juice Blend 100% Fruit Juice","Chivita","Unknown","2025"
"5000159523752","maltesers 310g","Mars","snacks","2020"
"7340083470790","Klassiska Digestive","Garant, Axfood","snacks","2020"
"9310354980202","Greek Style Natural Yoghurt","Jalna","dairies","2022"
"7801610000571","Coca-Cola Sabor Original","Coca-Cola","beverages and beverages preparations","2019"
"4088600268774","SUNFLOWER SEEDS","THE FOODIE MARKET","plant based foods and beverages","2020"
"7802900056025","Leche soprole frutilla","Soprole","beverages and beverages preparations","2021"
"8904083310129","Milky mist cheese slices","Milky Mist","dairies","2022"
"7035620026454","Popcorn 200g First Price","First Price, Unil, Unil as","snacks","2024"
"4000539222009","Caramel brownie","Lindt&Sprüngli","snacks","2015"
"9414977000016","g","TATUA","dairies","2018"
"5201004021328","Caprice","Papadopoulos","snacks","2016"
"4056489857334","High Protein Milchreis - Klassik","Milbona","dairies","2023"
"3270190127871","cookies bio chocolat noisette","Carrefour BIO","snacks","2013"
"7802225689083","Cracker Sabor Orégano Oliva","Selz","Unknown","2025"
"4335619231009","premium musli","Crownfield","plant based foods and beverages","2026"
"5997010302048","Gulaschcreme - scharf, (Gulyáskrém)","Univer","condiments","2016"
"6156000101415","Whole Wheat Bread","FoodCo SUNFRESH","Unknown","2025"
"9310432003212","Panko bread crumbs","Obento","plant based foods and beverages","2016"
"4067796064179","Kichererbsen Waffeln","dmBio","de:Waffeln aus Kichererbsen","2025"
"3065620011017","Nids 2mm","Pâtes Grand'Mère","plant based foods and beverages","2018"
"5998400306745","Zap pehely liszt","","hu:Zabpehelyliszt","2024"
"5057545878798","Soft Cheese Smooth & Tasty","Creamfields","dairies","2020"
"4740171185736","Kanafileenagitsad","Maks & Moorits","Unknown","2022"
"6410222008700","Kaurajuoma barista","Fazer, Aito","beverages and beverages preparations","2024"
"6408430408641","Arki jogurtti maustamaton","Valio","dairies","2022"
"5392000155503","Crispy Chilli Oil with Peanuts and Sesame","WHITE MAUSU PEANUT rāyu","Chilli oil","2018"
"6407860065295","Coleslaw","Atria","Unknown","2025"
"5060337502900","Monster Energy","Monster Energy","beverages and beverages preparations","2020"
"3245412568749","Toetilla Chips Nature","Carrefour","snacks","2015"
"5900020041517","Fitness Granola","Nestlé, Nestly","plant based foods and beverages","2024"
"8423207209908","Tortitas de arroz con chocolate blanco y trocitos de fresa frambuesa y mora","Bicentury, Nutrition & Santé","plant based foods and beverages","2018"
"3073781191080","Mini Babybel Original","Babybel","dairies","2023"
"8001420003406","Risotto Tradition","Riso Gallo S.p.A.","plant based foods and beverages","2012"
"9403142001309","CREAMY MILK CREAMY CARAMEL","Whittaker's","snacks","2018"
"6111184000619","Mayonnaise","Star","condiments","2018"
"7798085681568","Jugo de naranja sin pulpa","Citric","beverages and beverages preparations","2025"
"8720182592446","Real Mayonnaise","Hellmann's","condiments","2023"
"7896079431158","Arroz Namorando","Camil","plant based foods and beverages","2021"
"7340191148918","Mozzarella","Coop","dairies","2024"
"3159470204412","Special K Chocolat Noir Pure Chocolate","Kellogg's","snacks","2013"
"9300633313708","coconut cream","essentials","plant based foods and beverages","2021"
"7802920010946","yogur sabor frutilla fundo los alerces","FUNDO LOS ALERCES","dairies","2024"
"8850781701403","Sauce Aromatisé Huitre 250gr","Thai heritage","condiments","2016"
"20001155","Fresh Pesto","Chef Select","condiments","2021"
"3307130803004","Ratatouille à la provençale","Jardin Bio, Jardin biologique, Léa Nature","plant based foods and beverages","2012"
"4751007732994","Saláta Lazaccal Mexikói saláta lazaccal","Kaija","Unknown","2016"
"7891149210503","Cerveza Negra","Caracu","beverages and beverages preparations","2021"
"3560071012403","Mélange sarrasin, lentilles corail, quinoa rouge, graines de courges","Carrefour BIO, Carrefour","plant based foods and beverages","2017"
"7340191153042","Cranberry & Blueberry Nut Bar","Coop","snacks","2024"
"9100000155982","Bergbauern Bio Vollmilch","Spar Natur*pur","dairies","2019"
"5711953159077","Cherry Yoghurt","Yoggi","dairies","2024"
"3560071407803","Croustillant Chocolat","Carrefour BIO, Carrefour","plant based foods and beverages","2021"
"9300682051385","TWIX","TWIX","snacks","2020"
"8850620888050","Premium Fish Sauce","Squid Brand","condiments","2014"
"8411037800037","Chocolate Brownies","Mr. Brownie","snacks","2018"
"7025110079527","Karbonadedeig storfe 5% fett","Coop","meats and their products","2021"
"9020200024881","Barista Oat-Soya Drink","Joya","beverages and beverages preparations","2020"
"5703161803002","Chips - Sour Cream & Onion","Easis","snacks","2024"
"8000500310427","Biscuits croquants au coeur onctueux de Nutella®","nutella","snacks","2019"
"0081364361846","Nin Jiom Herbal Candy Original","京都念慈菴 Nin JiomNin Jiom","snacks","2016"
"0068110950110","Salad Topper Lite","NaturSource","plant based foods and beverages","2020"
"5601312306917","Edam","Continente","dairies","2025"
"3700864005209","Œuf frais","ŒUF DE NOS VILLAGES","eggs and their products","2019"
"7802215504594","nik sabor chirimoya alegre","Costa","snacks","2025"
"3088549250251","Sirop D'erable","Terre D'erable","sweeteners","2017"
"6408430042395","Maustettu rahka vanilja","Valio","dairies","2018"
"5700382973644","Coop Mellemlagret Skiveost","Coop","dairies","2024"
"7892840822040","Ruffles Original","Pepsico","Unknown","2025"
"8857124981331","Thai Tea","Tiger","beverages and beverages preparations","2025"
"0818290016652","Vanilla Lowfat Greek Yogurt with Cookie Dough Pieces, Cookie Rice Crisps & Milk Chocolate Chips","Chobani flip","dairies","2020"
"20114671","Confiture extra fraise bio","Maribel","plant based foods and beverages","2014"
"0804642003791","Creatine Monohydrate","Leanfit Sport","dietary supplements","2024"
"6111184008257","Sauce andalouse","","condiments","2019"
"0832697000595","Plantain Chips Naturally Sweet","Samai","plant based foods and beverages","2016"
"5411188130031","High Protein Soja Drink","alpro","beverages and beverages preparations","2020"
"8858185004595","Meatless Protein Chips","GOOD EATS","Unknown","2025"
"5600341930056","Biscoitos Limão & Chia","Seara","snacks","2018"
"9556001316035","Nescafé Iced Caramel","Nestlé","beverages and beverages preparations","2025"
"0066721006967","Rice Crackers","Good Thins","plant based foods and beverages","2018"
"7313619001539","Nypressad Apelsinjuice","Brämhults","beverages and beverages preparations","2024"
"7044416013653","Müsli Blåbær","Lantmännen cerealia as","plant based foods and beverages","2018"
"4820202530176","Сырок ванильный","Злагода","Unknown","2021"
"4337185667978","K-take it veggie Organic Oats Vanilla Drink 1l","K-take it veggie, Kaufland","beverages and beverages preparations","2021"
"8052575092098","Mini tartelettes","Rigoni di Asiago","snacks","2024"
"0034361704642","Skyr nature","Danone","dairies","2022"
"8727200501046","Old El Paso Jalapenos","Old El Paso","plant based foods and beverages","2018"
"0737186382766","Kombucha","","beverages and beverages preparations","2022"
"8858998584086","oolong tew","Tea+","beverages and beverages preparations","2021"
"5202082002469","Yogurt Greco Colato al Mirtillo","neogal","dairies","2024"
"3175681028111","Les Galettes Boulgour & Quinoa - Tomate & Paprika","Céréal BIO","plant based foods and beverages","2012"
"8809720790183","치킨타코새러드","Freshcode","Unknown","2022"
"5900020027481","Chocapic","Nestlé","plant based foods and beverages","2022"
"3560071018689","Ktipiti à la grecque","Carrefour","plant based foods and beverages","2016"
"8852756925104","Granola Boost Protein Extra","Kellog's","Unknown","2025"
"6408430341894","Hyvä suomalainen Arki Emmental viipale","Valio","dairies","2023"
"8410376049053","Choco Chips Bio Organic","Gullón","snacks","2018"
"8935090914864","烘烤混合坚果仁","Member's Mark","plant based foods and beverages","2025"
"7613035493957","Flan Vainilla Nestlé","Nestlé","Unknown","2020"
"3046920028004","Lindt Excellence 70% Cocoa","Lindt","snacks","2012"
"94314243","Almond Gold Milk Chocolate Bar","Whittaker's","snacks","2018"
"8991002103238","Good Day Mocacinno","Good day","beverages and beverages preparations","2021"
"6001120609894","Beacon White TV Bar 1 Ea","BeaconTiger Brands","snacks","2018"
"7807910035510","Bebida vegetal de coco","","beverages and beverages preparations","2022"
"20482282","Pesto de atún","Deluxe","condiments","2017"
"4902102148597","Natural Mineral Water","コカ・コーラ","beverages and beverages preparations","2022"
"6221031490309","Chips","Doritos","Unknown","2021"
"7310240407921","Glutenfri Granola","Paulúns","plant based foods and beverages","2020"
"0065633186040","Fibre One","General Mills","plant based foods and beverages","2022"
"7041111130890","Spesial - Macademia, Cashew, Mandler, Peanøtter/jordnötter, Røstet, med havsalt","Den Lilla Nötfabriken","plant based foods and beverages","2024"
"5202178012020","ΚΕΦΙΡ ΦΡΑΟΥΛΑ","ΟΛΥΜΠΟΣ","beverages and beverages preparations","2024"
"8437006994002","Piquitos con salvado","Piquitos San Roque","plant based foods and beverages","2018"
"0722252387530","Crunchy Peanut Butter","Clif Bar","plant based foods and beverages","2022"
"7804658010304","Quinoa Roll","Sana Locura","Unknown","2024"
"3017760756198","Granola LU","LU","snacks","2012"
"8711299100143","Pistachio nut mix salted","Snacks of The World","plant based foods and beverages","2021"
"4335619207103","Gebäckmischung","Sondey","snacks","2025"
"8002190006765","Ancora Uno Frolla con Cioccolato in pezzi","Tremarie","snacks","2023"
"8480000293145","Bebida de soja 0% azúcares","Hacendado","beverages and beverages preparations","2012"
"3245412901454","Noix de cajou grillées","Carrefour","plant based foods and beverages","2018"
"0687456217062","Pépites de chocolat Barres Granola","MADE GOOD","plant based foods and beverages","2025"
"8801045205861","비프코르마","오즈키친","Unknown","2025"
"0063211206418","Vegetable Broth No Salt Added","Campbell's","plant based foods and beverages","2019"
"20697075","Dijon Mosterd Moutarde de Dijon","Kania","condiments","2016"
"4791034070232","Ginger Biscuit","Maliban","ginger cookies","2022"
"9556439890817","Oat krunch","","Unknown","2019"
"0013000006057","Tomato Ketchup","Heinz","plant based foods and beverages","2020"
"3412290070088","Fromage tartinable Nature","Paysan breton","dairies","2016"
"87157215","Tomato Ketchup","Heinz","plant based foods and beverages","2013"
"3560070385843","Crunchy dark chocolate","Carrefour","plant based foods and beverages","2013"
"00013499","Poulet cuit fume","Lionor","Unknown","2019"
"7622210833051","Бисквити с шоколад и лешници","Belvita","snacks","2018"
"4930726100820","Vanilla Ice-cream Soy Milk","Kikkoman, キッコーマン","beverages and beverages preparations","2025"
"4056489127253","Feta","Milbona","dairies","2020"
"5053827139229","Extra chocolate y avellanas","Kellogg's","plant based foods and beverages","2015"
"7802930004157","Mozzarella","QUILLAYES","Unknown","2024"
"4000417022004","Chocolat Raisins noisettes","Ritter Sport","snacks","2016"
"4056489556923","Taste of Thailand","Sriracha hot chilli sauce","condiments","2022"
"8410175068453","Confitura de fresas 0% azúcares añadidos","Hero","plant based foods and beverages","2018"
"7036110010588","Optimal","MILLS AS","plant based foods and beverages","2021"
"8588006485127","Peanut butter","GymBeam","plant based foods and beverages","2021"
"4711931034830","Custard Mochi","Taiwan","snacks","2021"
"0818290015150","Vanilla Protein Yogurt","Chobani","dairies","2024"
"4099200011448","Makrelenfilets","Almare","seafood","2020"
"8801566000723","Brownrice crunchy bar","Mammos","Unknown","2023"
"5201193120123","Σιμογδαλι ψιλό","Melissa","plant based foods and beverages","2024"
"7310521080300","Smörgåsrån Original","Göteborgs","snacks","2019"
"8594001170012","Selský jogurt bílý s kulturou BiFi","HOLLANDIA","dairies","2019"
"8850329145751","HIGH PROTEIN","meiji","dairies","2019"
"4000417670915","PISTACCHIO con pistacchi tostati e salati","Ritter Sport","snacks","2024"
"5906340630011","Cukier biały","Polski Cukier","sweeteners","2019"
"7503000555011","Huevo Blanco","San Juan","eggs and their products","2023"
"4335619073494","High Protein Musli Bars - Choco-Raspberry","Crownfield","snacks","2024"
"9415684000245","Corn Chips","Mexicano","snacks","2019"
"9403110042303","Smooshed Wholefood Ball Peanut Butter & Caramel","Tasti","Snack Balls","2018"
"8719200273832","light voordeelpak","Becel","plant based foods and beverages","2024"
"7802220738533","Purulos","natur","Unknown","2021"
"6003105000658","VEGETABLE STOCK POWDER","INAPAARLMAN'S KITCHEN","plant based foods and beverages","2021"
"6902265150015","Haday","Haday, 海天","condiments","2019"
"8901262173483","Amul Fruit 'N' Nut Fantasy","Amul","desserts","2025"
"5900951311505","Snickers","Snickers","snacks","2024"
"7622210031921","Côte D'or Chokotoff Lait 15X500G","Côte d'Or","Unknown","2018"
"5201125003609","Philadelphia Original","Philadelphia","dairies","2020"
"5711953183980","Food To Go (Chocolate Caramel)","Arla, Arla Protein","dietary supplements","2024"
"3560070759927","Génoises saveur poire","Carrefour, Carrefour Extra","snacks","2015"
"6191509903627","Huile d'olive vierge extra","Terra Delyssa","plant based foods and beverages","2018"
"5900120070059","Twaróg tłusty","Twarog","dairies","2015"
"7502209115835","Libanius Hummus","Deli Dips & snaks","plant based foods and beverages","2018"
"4088700057254","Aldi butter Dairy Blend","Butterfully","dairies","2020"
"4056489406662","High Protein Drink Gusto Vaniglia","Milbona","beverages and beverages preparations","2021"
"7310865071804","Ekologisk Mellanmjölk","Arla, Arla EKO, Arla Foods","beverages and beverages preparations","2017"
"7791078023376","Naturitos","","plant based foods and beverages","2025"
"4056489602873","Tomato juice","Baresa (Lidl)","beverages and beverages preparations","2022"
"20067816","Thin Crisp","Tastino","plant based foods and beverages","2018"
"7591039000275","Flips Chocolate","Flips","plant based foods and beverages","2021"
"4056489482017","Vegan Lasagne","Vemondo, Lidl","meals","2021"
"7896004004983","7896004004983","Kellogg's","Unknown","2025"
"3560070275328","100% pur jus multifruits","CMI (Carrefour Marchandises Internationales), Carrefour, Groupe Carrefour","beverages and beverages preparations","2013"
"5010092093441","Kingsmill 50/50","Kingsmill","plant based foods and beverages","2018"
"24044219","Digestive chocolate","zurück zum Ursprung","dairies","2017"
"7804650970446","Colado de frutas pera, plátano, mango","Smiley kids","Unknown","2024"
"7032069718605","REMA 1000 Erter","REMA 1000","plant based foods and beverages","2021"
"90453533","Energy Drink","Red Bull","beverages and beverages preparations","2023"
"4045357011442","Brunch","Brunch","spreads","2022"
"77035684","Gaseosa Cocacola X","Coca-Cola","beverages and beverages preparations","2022"
"8410111000707","Atún con tomate","Isabel","seafood","2018"
"3392780007001","Truite Fumée des Pyrénées","Ovive","seafood","2014"
"5013665103554","Organic vegetable stock cubes","Kallo","plant based foods and beverages","2018"
"3273227081023","So Soja! Natural","Sojade","plant based foods and beverages","2017"
"0096619879915","Seasoned Chunk Chicken Breast","Kirkland","canned foods","2017"
"7898556013406","maionese","Pramesa","condiments","2021"
"4066447083972","Proteinriegel 34%, Peanut Caramel Geschmack, 40g","dm","snacks","2022"
"9310015248849","Grain Waves Sour Cream & Chives","Sunbites","snacks","2020"
"5011157888101","Pure Basmati Rice","Tilda","plant based foods and beverages","2016"
"7313161311360","Rödbetssallad","Rydbergs","meals","2019"
"7048840000456","Q Lettrømme med skrulokk","Q","dairies","2016"
"7891097018251","Leite integral","Batavo","dairies","2023"
"5760466817325","Revet mozzarella","Karolines Køkken","dairies","2022"
"7891962054810","Cookies","Bauducco","snacks","2022"
"5711953103766","Frischkäse Buko Frischkäse","Arla, Arla BUKO","dairies","2020"
"9790345766006","Milo Energy cereal","","plant based foods and beverages","2025"
"8710438128840","Air Fryer noisettes","McCain","plant based foods and beverages","2024"
"20024703","Le Carré","Chêne d'Argent, Duc De Coeur, Lidl","dairies","2013"
"4000540000108","Kölln Haferflocken Blütenzarte Haferflocken Je 500-g-Packung 100 % Vollkorn-Hafer 0.99€ 2024 500g 1.19€ 1kg 2.38€","Kölln","plant based foods and beverages","2015"
"5900020008398","Fitness chocolate","Nestlé, Cereal Partners Poland Toruń Pacific","snacks","2019"
"4810067102007","Шоколад горький 90%","","Unknown","2024"
"8721274611229","Point Coffee Palm Sugar Latte Ice Cream","Wall's","desserts","2025"
"7891048046654","Gelatina Diet Morango Dr.oetke","Dr. Oetker","Unknown","2023"
"7897517206284","Extrato De Tomate Concentrado Sem Pele E Semente","Fugini","plant based foods and beverages","2025"
"5941850871097","Branza burduf","","dairies","2019"
"6111242100992","Perly","Jaouda","dairies","2016"
"4006040013464","Schokolade 85% Kakao","Rapunzel","snacks","2016"
"5010477354051","Muesli Bio Superfruits","Jordans","plant based foods and beverages","2018"
"7702007072730","Tutto 70 - Tutto","Tutto","Unknown","2024"
"0096619846016","Almonds","Kirkland Signature","plant based foods and beverages","2017"
"4056489068211","Tofu smoked","Vemondo","plant based foods and beverages","2021"
"5011013933488","Baileys","Baileys","Unknown","2022"
"4000177172650","Capri-Sun Mango & Maracuyá","Capri-Sun (Coca-Cola)","beverages and beverages preparations","2017"
"8801155208011","네스퀵","Nestlé","ko:나빠","2020"
"5900617014665","Extra thin rice cakes","Sante","plant based foods and beverages","2022"
"8719200204768","Elmlea Double","Elmlea","dairies","2021"
"7039317007184","Kornmo Bakte Knekkebrød Havre & Solsikke","Kornmo","plant based foods and beverages","2021"
"7311070019780","Rollitos de canela IKEA","Pågen","snacks","2024"
"5060042641420","Chips sel de mer et poivre noir","Tyrrell's","plant based foods and beverages","2014"
"6111035001710","Ain Atlas 33cl EAU MINÉRALE NATURELLE","Les Eaux Minérale D'Oulmès","beverages and beverages preparations","2018"
"5036589254836","Kefir Natural","Yeo Valley","beverages and beverages preparations","2022"
"20252120","Rajčatový protlak","Kania, Lidl, Mikado","plant based foods and beverages","2016"
"20898717","Greek style salad cheese","Lidl","dairies","2019"
"8719200255333","Proactiv Light","ProActiv","plant based foods and beverages","2023"
"3165431690002","Daddy Boîte Distributrice de 100 bûchettes","Daddy","sweeteners","2014"
"7790040143234","Chocolinas Original","Bagley","snacks","2024"
"4001724044451","Pizza Rucola Ristorante","Ristorante","frozen foods","2023"
"8809120440763","whole grain muesli","Peacock","plant based foods and beverages","2018"
"7802200270039","Compota de Pera / Pear Purée","Vivo mifrut","Unknown","2021"
"8902080204021","Mirinda","Mirinda, PepsiCo Inc.","beverages and beverages preparations","2022"
"6411401014826","Kismet","Fazer","snacks","2019"
"20809676","schwäbische sprätzle g.g.a.","Chef Select, lidl","plant based foods and beverages","2018"
"6408180733260","Ruispalat Ohut Herkku","Vaasan","plant based foods and beverages","2023"
"7311041083918","Tunfisk biter i Vann Msc","First Price","seafood","2023"
"7802920010731","Yoghurt Light Endulzado Naturalmente","Colún","dairies","2024"
"7038010041914","Kremfløte","Tine sa","dairies","2021"
"6009510804348","Mexican chilli flavour","Simba","plant based foods and beverages","2022"
"26246024","Fine Wafer Crackers Pepper & Chives","Damora","snacks","2022"
"76145513","Toblerone","Toblerone","snacks","2014"
"6156000357300","GREEK YOGHURT Sweetened","Farm Fresh","Unknown","2026"
"4056489645979","Nápoj s aloe vera","Solevita","beverages and beverages preparations","2023"
"20913908","Lidl deluxe crisps","Lidl","snacks","2020"
"9100000449654","Bio-Joghurt Griechischer Art","Spar Natur*pur","dairies","2020"
"7707362676142","Coconut Milk","Kari","beverages and beverages preparations","2020"
"0009542005955","EXTRA FINE DARK CHOCOLATE WITH ORANGE FLAVOURED PIECES AND ALMONDS","Lindt & Sprüngli","snacks","2017"
"8935001705444","Mentos Chewing Gum Ice Peppermint 11.44G","Mentosเมนทอส","snacks","2019"
"4002971243901","High-Protein-Pudding - Caramel Style","Ehrmann","dairies","2019"
"8711000055526","Moccona Freeze dried instant coffee Classic Decaffeinated","Moccona","beverages and beverages preparations","2020"
"5201004059086","Ψωμί του τοστ μαύρο","Papadopoulos","plant based foods and beverages","2025"
"5201193111916","whole wheat orzo medio","Melissa","plant based foods and beverages","2016"
"8007990406982","HuLaLa","Hulalà","dairies","2018"
"4099200122731","Pecankerne","Happy Harvest","plant based foods and beverages","2019"
"7310070382306","Pepsi Max","PEPSI","beverages and beverages preparations","2019"
"7802920009070","yogurt natural  colun","colun","dairies","2021"
"9300652808834","Barista Almond","Sanitarium","beverages and beverages preparations","2021"
"20050238","Tilsiter siivut","Milbona","dairies","2016"
"7311041013601","Mais","Unil as","Unknown","2017"
"8480000390103","Zumo pura naranja","Hacendado","beverages and beverages preparations","2015"
"8886467122392","PRINGLES ( ORIGINAL )","Pringles, Kellanova","plant based foods and beverages","2022"
"5025866001652","Nigerian Breweries Plc","","beverages and beverages preparations","2023"
"5000112637922","Coca Cola","Coca-Cola","beverages and beverages preparations","2019"
"7501517601153","Ghee","Earth’s Finest","Unknown","2025"
"7790787960651","Manteca ilolay 100g 3263956","Ilolay","Unknown","2025"
"0058449251002","Flocons de son d'avoine","Nature's Path","plant based foods and beverages","2024"
"40345512","Smarties","Nestlé","snacks","2018"
"3111900350755","Chargement…","Joseph Favrichon","plant based foods and beverages","2017"
"7622201401900","Sensations cookies Oreo cream","Milka, Mondelez","snacks","2020"
"7804617471108","bebida láctea sin lactosa con probióticos sabor manzana","surlat","Unknown","2024"
"3560070530595","Féta Bio","Carrefour BIO, Carrefour","dairies","2014"
"20917920","Griechisches Joghurt 2% Fett","Milbona","dairies","2017"
"8801117687700","Snack Kobun chip","","Unknown","2022"
"9300675009829","Coca Cola","Coca Cola","beverages and beverages preparations","2015"
"8904004402261","PHALHARI CHIWDA","Haldiram","snacks","2022"
"6414893394209","Turkkilainen jogurtti","Rainbow","dairies","2024"
"4056489367130","Grüne Currypaste","Vitasia","condiments","2021"
"9400581051117","Protein Crisp","Musashi","snacks","2021"
"7702177022337","Crema De Leche","Alquería","dairies","2024"
"7340001800470","Protein Bar Cookies&Cream","Barebells","snacks","2018"
"00737373","Gouda bio","Danatel","dairies","2022"
"0055653670247","Breton Original","Dare","snacks","2023"
"3268350120084","Biscottes à la farine complète","Le Moulin du Pivert","plant based foods and beverages","2014"
"5202576099104","Ψιλοκομμένες ντομάτες","Μαράτα","el:Ντομάτες","2021"
"20763886","Vegetable crisps","Snack Day, Crusti Croc","snacks","2017"
"4770221164411","Sudyta lasisa","Zigmas","Unknown","2023"
"7790170903937","Café torrado molido","Morenita","plant based foods and beverages","2022"
"4335896692500","Tomaten-Gemüsesaft","K-bio, Kaufland, Kaufland Bio","beverages and beverages preparations","2018"
"8480000808622","Hummus con pimiento del piquillo asado","Hacendado","plant based foods and beverages","2019"
